idx,note,channel,velocity,pretty_start,pretty_end,mido_start,mido_end,diff_start,diff_end
693,67,0,127,72.052083,73.000000,101.720537,103.058772,-29.668454,-30.058772
694,72,0,127,72.250000,72.500000,101.999949,102.352890,-29.749949,-29.852890
695,55,0,95,72.375000,72.625000,102.176419,102.529360,-29.801419,-29.904360
696,60,0,95,72.375000,72.625000,102.176419,102.529360,-29.801419,-29.904360
697,72,0,127,72.500000,72.750000,102.352890,102.705831,-29.852890,-29.955831
698,48,0,95,72.750000,73.000000,102.705831,103.058772,-29.955831,-30.058772
699,76,0,127,72.750000,73.000000,102.705831,103.058772,-29.955831,-30.058772
700,74,0,127,73.000000,73.250000,103.058772,103.411713,-30.058772,-30.161713
701,67,0,127,73.000000,74.000000,103.058772,104.470536,-30.058772,-30.470536
702,72,0,127,73.250000,73.500000,103.411713,103.764654,-30.161713,-30.264654
703,55,0,95,73.250000,73.625000,103.411713,103.941125,-30.161713,-30.316125
704,60,0,95,73.250000,73.625000,103.411713,103.941125,-30.161713,-30.316125
705,72,0,127,73.500000,74.000000,103.764654,104.470536,-30.264654,-30.470536
706,48,0,95,73.625000,73.750000,103.941125,104.117595,-30.316125,-30.367595
707,52,0,95,73.750000,74.000000,104.117595,104.470536,-30.367595,-30.470536
708,55,0,95,73.750000,74.000000,104.117595,104.470536,-30.367595,-30.470536
709,60,0,95,73.750000,74.000000,104.117595,104.470536,-30.367595,-30.470536
710,74,0,127,74.000000,74.250000,104.470536,104.823477,-30.470536,-30.573477
711,67,0,127,74.000000,75.000000,104.470536,105.882300,-30.470536,-30.882300
712,50,0,95,74.250000,74.375000,104.823477,104.999948,-30.573477,-30.624948
713,74,0,127,74.250000,74.375000,104.823477,104.999948,-30.573477,-30.624948
714,76,0,127,74.375000,74.500000,104.999948,105.176418,-30.624948,-30.676418
715,55,0,95,74.375000,74.625000,104.999948,105.352889,-30.624948,-30.727889
716,60,0,95,74.375000,74.625000,104.999948,105.352889,-30.624948,-30.727889
717,74,0,127,74.500000,74.750000,105.176418,105.529359,-30.676418,-30.779359
718,50,0,95,74.750000,75.000000,105.529359,105.882300,-30.779359,-30.882300
719,72,0,127,74.750000,75.000000,105.529359,105.882300,-30.779359,-30.882300
720,48,0,95,75.000000,75.500000,105.882300,106.588182,-30.882300,-31.088182
721,76,0,127,75.000000,75.500000,105.882300,106.588182,-30.882300,-31.088182
722,67,0,127,75.000000,75.750000,105.882300,106.941123,-30.882300,-31.191123
723,64,0,127,75.000000,76.000000,105.882300,107.294064,-30.882300,-31.294064
724,55,0,95,75.250000,75.500000,106.235241,106.588182,-30.985241,-31.088182
725,60,0,95,75.250000,75.500000,106.235241,106.588182,-30.985241,-31.088182
726,67,0,127,75.500000,75.750000,106.588182,107.294064,-31.088182,-31.544064
727,55,0,95,75.750000,76.000000,106.941123,107.294064,-31.191123,-31.294064
728,59,0,95,75.750000,76.000000,106.941123,107.294064,-31.191123,-31.294064
729,72,0,127,75.750000,76.000000,106.941123,107.294064,-31.191123,-31.294064
730,74,0,127,76.000000,76.250000,107.294064,107.647005,-31.294064,-31.397005
731,62,0,127,76.000000,77.000000,107.294064,108.705828,-31.294064,-31.705828
732,67,0,127,76.052083,77.000000,107.367593,108.705828,-31.315510,-31.705828
733,72,0,127,76.250000,76.500000,107.647005,107.999946,-31.397005,-31.499946
734,55,0,95,76.375000,76.625000,107.823476,108.176417,-31.448476,-31.551417
735,60,0,95,76.375000,76.625000,107.823476,108.176417,-31.448476,-31.551417
736,72,0,127,76.500000,76.750000,107.999946,108.352887,-31.499946,-31.602887
737,48,0,95,76.750000,77.000000,108.352887,108.705828,-31.602887,-31.705828
738,76,0,127,76.750000,77.000000,108.352887,108.705828,-31.602887,-31.705828
739,74,0,127,77.000000,77.250000,108.705828,109.058769,-31.705828,-31.808769
740,67,0,127,77.000000,78.000000,108.705828,110.117592,-31.705828,-32.117592
741,72,0,127,77.250000,77.500000,109.058769,109.411710,-31.808769,-31.911710
742,55,0,95,77.250000,77.625000,109.058769,109.588181,-31.808769,-31.963181
743,60,0,95,77.250000,77.625000,109.058769,109.588181,-31.808769,-31.963181
744,72,0,127,77.500000,78.000000,109.411710,110.117592,-31.911710,-32.117592
745,48,0,95,77.625000,77.750000,109.588181,109.764651,-31.963181,-32.014651
746,52,0,95,77.750000,78.000000,109.764651,110.117592,-32.014651,-32.117592
747,55,0,95,77.750000,78.000000,109.764651,110.117592,-32.014651,-32.117592
748,60,0,95,77.750000,78.000000,109.764651,110.117592,-32.014651,-32.117592
749,74,0,127,78.000000,78.250000,110.117592,110.470533,-32.117592,-32.220533
750,67,0,127,78.000000,79.000000,110.117592,111.529356,-32.117592,-32.529356
751,50,0,95,78.125000,78.250000,110.294062,110.470533,-32.169062,-32.220533
752,55,0,95,78.250000,78.375000,110.470533,110.647003,-32.220533,-32.272003
753,76,0,127,78.250000,78.500000,110.470533,110.823474,-32.220533,-32.323474
754,60,0,95,78.375000,78.500000,110.647003,110.823474,-32.272003,-32.323474
755,55,0,95,78.500000,78.625000,110.823474,110.999944,-32.323474,-32.374944
756,74,0,127,78.500000,78.750000,110.823474,111.176415,-32.323474,-32.426415
757,50,0,95,78.625000,78.750000,110.999944,111.176415,-32.374944,-32.426415
758,48,0,95,78.750000,78.875000,111.176415,111.352885,-32.426415,-32.477885
759,72,0,127,78.750000,79.000000,111.176415,111.529356,-32.426415,-32.529356
760,72,0,127,79.000000,79.500000,111.529356,112.235238,-32.529356,-32.735238
761,48,0,95,79.000000,80.000000,111.529356,112.941120,-32.529356,-32.941120
762,60,0,127,79.000000,80.000000,111.529356,112.941120,-32.529356,-32.941120
763,67,0,127,79.000000,80.000000,111.529356,112.941120,-32.529356,-32.941120
764,74,0,127,79.500000,79.750000,112.235238,112.588179,-32.735238,-32.838179
765,48,0,95,79.750000,80.000000,112.588179,112.941120,-32.838179,-32.941120
766,72,0,127,79.750000,80.000000,112.588179,112.941120,-32.838179,-32.941120
767,72,0,127,80.000000,80.250000,112.941120,113.294061,-32.941120,-33.044061
768,79,0,127,80.000000,80.250000,112.941120,113.294061,-32.941120,-33.044061
769,48,0,95,80.125000,80.250000,113.117591,113.294061,-32.992591,-33.044061
770,52,0,95,80.250000,80.375000,113.294061,113.470532,-33.044061,-33.095532
771,64,0,127,80.250000,80.500000,113.294061,113.647002,-33.044061,-33.147002
772,72,0,127,80.250000,80.500000,113.294061,113.647002,-33.044061,-33.147002
773,55,0,95,80.375000,80.500000,113.470532,113.647002,-33.095532,-33.147002
774,48,0,95,80.500000,80.625000,113.647002,113.823472,-33.147002,-33.198472
775,72,0,127,80.500000,80.750000,113.647002,113.999943,-33.147002,-33.249943
776,67,0,127,80.500000,81.000000,113.647002,114.352884,-33.147002,-33.352884
777,50,0,95,80.750000,80.875000,113.999943,114.176413,-33.249943,-33.301413
778,72,0,127,80.750000,80.875000,113.999943,114.176413,-33.249943,-33.301413
779,48,0,95,80.875000,81.000000,114.176413,114.352884,-33.301413,-33.352884
780,79,0,127,80.875000,81.000000,114.176413,114.352884,-33.301413,-33.352884
781,67,0,127,81.000000,81.250000,114.352884,114.705825,-33.352884,-33.455825
782,74,0,127,81.000000,81.250000,114.352884,114.705825,-33.352884,-33.455825
783,48,0,95,81.125000,81.250000,114.529354,114.705825,-33.404354,-33.455825
784,52,0,95,81.250000,81.375000,114.705825,114.882295,-33.455825,-33.507295
785,64,0,127,81.250000,81.500000,114.705825,115.058766,-33.455825,-33.558766
786,72,0,127,81.250000,81.500000,114.705825,115.058766,-33.455825,-33.558766
787,55,0,95,81.375000,81.500000,114.882295,115.058766,-33.507295,-33.558766
788,48,0,95,81.500000,81.625000,115.058766,115.235236,-33.558766,-33.610236
789,67,0,127,81.500000,82.000000,115.058766,115.764648,-33.558766,-33.764648
790,72,0,127,81.500000,82.000000,115.058766,115.764648,-33.558766,-33.764648
791,50,0,95,81.750000,81.875000,115.411707,115.588178,-33.661707,-33.713178
792,48,0,95,81.875000,82.000000,115.588178,115.764648,-33.713178,-33.764648
793,74,0,127,82.000000,82.250000,115.764648,116.117589,-33.764648,-33.867589
794,67,0,127,82.000000,82.500000,115.764648,116.470530,-33.764648,-33.970530
795,48,0,95,82.250000,82.375000,116.117589,116.294060,-33.867589,-33.919060
796,72,0,127,82.250000,82.375000,116.117589,116.294060,-33.867589,-33.919060
797,72,0,127,82.375000,82.500000,116.294060,116.470530,-33.919060,-33.970530
798,55,0,95,82.375000,82.750000,116.294060,116.823471,-33.919060,-34.073471
799,60,0,95,82.375000,82.750000,116.294060,116.823471,-33.919060,-34.073471
800,72,0,127,82.500000,82.750000,116.470530,116.823471,-33.970530,-34.073471
801,67,0,127,82.500000,83.000000,116.470530,117.176412,-33.970530,-34.176412
802,79,0,127,82.750000,83.000000,116.823471,117.176412,-34.073471,-34.176412
803,48,0,95,83.000000,83.500000,117.176412,117.882294,-34.176412,-34.382294
804,76,0,127,83.000000,83.500000,117.176412,117.882294,-34.176412,-34.382294
805,64,0,127,83.000000,84.000000,117.176412,118.588176,-34.176412,-34.588176
806,67,0,127,83.000000,84.000000,117.176412,118.588176,-34.176412,-34.588176
807,55,0,95,83.250000,83.500000,117.529353,117.882294,-34.279353,-34.382294
808,60,0,95,83.250000,83.500000,117.529353,117.882294,-34.279353,-34.382294
809,72,0,127,83.500000,83.750000,117.882294,118.235235,-34.382294,-34.485235
810,55,0,95,83.750000,84.000000,118.235235,118.588176,-34.485235,-34.588176
811,59,0,95,83.750000,84.000000,118.235235,118.588176,-34.485235,-34.588176
812,79,0,127,83.750000,84.000000,118.235235,118.588176,-34.485235,-34.588176
813,72,0,127,84.000000,84.250000,118.588176,118.941117,-34.588176,-34.691117
814,79,0,127,84.000000,84.250000,118.588176,118.941117,-34.588176,-34.691117
815,48,0,95,84.125000,84.250000,118.764646,118.941117,-34.639646,-34.691117
816,52,0,95,84.250000,84.375000,118.941117,119.117587,-34.691117,-34.742587
817,64,0,127,84.250000,84.500000,118.941117,119.294058,-34.691117,-34.794058
818,72,0,127,84.250000,84.500000,118.941117,119.294058,-34.691117,-34.794058
819,55,0,95,84.375000,84.500000,119.117587,119.294058,-34.742587,-34.794058
820,48,0,95,84.500000,84.625000,119.294058,119.470529,-34.794058,-34.845529
821,72,0,127,84.500000,84.750000,119.294058,119.646999,-34.794058,-34.896999
822,67,0,127,84.500000,85.000000,119.294058,119.999940,-34.794058,-34.999940
823,50,0,95,84.750000,84.875000,119.646999,119.823470,-34.896999,-34.948470
824,72,0,127,84.750000,84.875000,119.646999,119.823470,-34.896999,-34.948470
825,48,0,95,84.875000,85.000000,119.823470,119.999940,-34.948470,-34.999940
826,79,0,127,84.875000,85.000000,119.823470,119.999940,-34.948470,-34.999940
827,67,0,127,85.000000,85.250000,119.999940,120.352881,-34.999940,-35.102881
828,74,0,127,85.000000,85.250000,119.999940,120.352881,-34.999940,-35.102881
829,48,0,95,85.125000,85.250000,120.176411,120.352881,-35.051411,-35.102881
830,52,0,95,85.250000,85.375000,120.352881,120.529352,-35.102881,-35.154352
831,64,0,127,85.250000,85.500000,120.352881,120.705822,-35.102881,-35.205822
832,72,0,127,85.250000,85.500000,120.352881,120.705822,-35.102881,-35.205822
833,55,0,95,85.375000,85.500000,120.529352,120.705822,-35.154352,-35.205822
834,48,0,95,85.500000,85.625000,120.705822,120.882293,-35.205822,-35.257293
835,67,0,127,85.500000,86.000000,120.705822,121.411704,-35.205822,-35.411704
836,72,0,127,85.500000,86.000000,120.705822,121.411704,-35.205822,-35.411704
837,50,0,95,85.750000,85.875000,121.058763,121.235234,-35.308763,-35.360234
838,48,0,95,85.875000,86.000000,121.235234,121.411704,-35.360234,-35.411704
839,74,0,127,86.000000,86.250000,121.411704,121.764645,-35.411704,-35.514645
840,67,0,127,86.000000,87.000000,121.411704,122.823468,-35.411704,-35.823468
841,72,0,127,86.052083,86.375000,121.485233,121.941115,-35.433150,-35.566115
842,48,0,95,86.250000,86.375000,121.764645,121.941115,-35.514645,-35.566115
843,72,0,127,86.250000,86.375000,121.764645,122.117586,-35.514645,-35.742586
844,72,0,127,86.375000,86.500000,121.941115,122.470527,-35.566115,-35.970527
845,55,0,95,86.375000,86.750000,121.941115,122.470527,-35.566115,-35.720527
846,60,0,95,86.375000,86.750000,121.941115,122.470527,-35.566115,-35.720527
847,72,0,127,86.500000,86.750000,122.117586,122.823468,-35.617586,-36.073468
848,74,0,127,86.750000,87.000000,122.470527,122.823468,-35.720527,-35.823468
849,48,0,95,86.875000,87.125000,122.646997,122.999938,-35.771997,-35.874938
850,72,0,127,87.000000,87.500000,122.823468,123.529350,-35.823468,-36.029350
851,60,0,127,87.000000,88.000000,122.823468,124.235232,-35.823468,-36.235232
852,64,0,127,87.000000,88.000000,122.823468,124.235232,-35.823468,-36.235232
853,74,0,127,87.500000,87.750000,123.529350,123.882291,-36.029350,-36.132291
854,48,0,95,87.750000,87.875000,123.882291,124.058762,-36.132291,-36.183762
855,72,0,127,87.750000,88.000000,123.882291,124.235232,-36.132291,-36.235232
856,50,0,95,87.875000,88.000000,124.058762,124.235232,-36.183762,-36.235232
857,79,0,127,88.000000,88.250000,124.235232,124.588173,-36.235232,-36.338173
858,72,0,127,88.000000,88.500000,124.235232,124.941114,-36.235232,-36.441114
859,67,0,127,88.000000,89.000000,124.235232,125.646996,-36.235232,-36.646996
860,48,0,95,88.250000,88.375000,124.588173,124.764644,-36.338173,-36.389644
861,72,0,127,88.250000,88.500000,124.588173,125.294055,-36.338173,-36.794055
862,55,0,95,88.375000,88.750000,124.764644,125.294055,-36.389644,-36.544055
863,60,0,95,88.375000,88.750000,124.764644,125.294055,-36.389644,-36.544055
864,72,0,127,88.500000,88.750000,124.941114,125.470525,-36.441114,-36.720525
865,72,0,127,88.750000,88.875000,125.294055,125.646996,-36.544055,-36.771996
866,79,0,127,88.875000,89.000000,125.470525,125.646996,-36.595525,-36.646996
867,74,0,127,89.000000,89.250000,125.646996,125.999937,-36.646996,-36.749937
868,62,0,127,89.000000,90.000000,125.646996,127.058760,-36.646996,-37.058760
869,67,0,127,89.000000,90.000000,125.646996,127.058760,-36.646996,-37.058760
870,72,0,127,89.250000,89.500000,125.999937,126.352878,-36.749937,-36.852878
871,55,0,95,89.250000,89.625000,125.999937,126.529348,-36.749937,-36.904348
872,60,0,95,89.250000,89.625000,125.999937,126.529348,-36.749937,-36.904348
873,67,0,127,89.500000,90.000000,126.352878,127.058760,-36.852878,-37.058760
874,72,0,127,89.500000,90.000000,126.352878,127.058760,-36.852878,-37.058760
875,48,0,95,89.625000,89.750000,126.529348,126.705819,-36.904348,-36.955819
876,52,0,95,89.750000,90.000000,126.705819,127.058760,-36.955819,-37.058760
877,55,0,95,89.750000,90.000000,126.705819,127.058760,-36.955819,-37.058760
878,60,0,95,89.750000,90.000000,126.705819,127.058760,-36.955819,-37.058760
879,74,0,127,90.000000,90.250000,127.058760,127.411701,-37.058760,-37.161701
880,62,0,127,90.000000,91.000000,127.058760,128.470524,-37.058760,-37.470524
881,67,0,127,90.000000,91.000000,127.058760,128.470524,-37.058760,-37.470524
882,50,0,95,90.250000,90.375000,127.411701,127.588172,-37.161701,-37.213172
883,72,0,127,90.250000,90.500000,127.411701,127.764642,-37.161701,-37.264642
884,55,0,95,90.375000,90.750000,127.588172,128.117583,-37.213172,-37.367583
885,60,0,95,90.375000,90.750000,127.588172,128.117583,-37.213172,-37.367583
886,72,0,127,90.500000,90.750000,127.764642,128.117583,-37.264642,-37.367583
887,79,0,127,90.750000,91.000000,128.117583,128.470524,-37.367583,-37.470524
888,76,0,127,91.000000,91.500000,128.470524,129.176406,-37.470524,-37.676406
889,48,0,95,91.000000,92.000000,128.470524,129.882288,-37.470524,-37.882288
890,67,0,127,91.000000,92.000000,128.470524,129.882288,-37.470524,-37.882288
891,55,0,95,91.250000,91.750000,128.823465,129.529347,-37.573465,-37.779347
892,60,0,95,91.250000,91.750000,128.823465,129.529347,-37.573465,-37.779347
893,60,0,127,91.500000,91.750000,129.176406,129.529347,-37.676406,-37.779347
894,72,0,127,91.500000,91.750000,129.176406,129.529347,-37.676406,-37.779347
895,67,0,127,91.750000,92.000000,129.529347,129.882288,-37.779347,-37.882288
896,79,0,127,91.750000,92.000000,129.529347,129.882288,-37.779347,-37.882288
897,67,0,127,92.000000,92.250000,129.882288,130.235229,-37.882288,-37.985229
898,76,0,127,92.000000,92.250000,129.882288,130.235229,-37.882288,-37.985229
899,79,0,127,92.000000,92.250000,129.882288,130.235229,-37.882288,-37.985229
900,48,0,95,92.250000,92.375000,130.235229,130.411699,-37.985229,-38.036699
901,72,0,127,92.250000,92.500000,130.235229,130.588170,-37.985229,-38.088170
902,55,0,95,92.375000,92.750000,130.411699,130.941111,-38.036699,-38.191111
903,60,0,95,92.375000,92.750000,130.411699,130.941111,-38.036699,-38.191111
904,72,0,127,92.500000,92.750000,130.588170,130.941111,-38.088170,-38.191111
905,72,0,127,92.750000,92.875000,130.941111,131.117582,-38.191111,-38.242582
906,67,0,127,92.875000,93.000000,131.117582,131.294052,-38.242582,-38.294052
907,79,0,127,92.875000,93.000000,131.117582,131.294052,-38.242582,-38.294052
908,67,0,127,93.000000,93.250000,131.294052,131.646993,-38.294052,-38.396993
909,74,0,127,93.000000,93.250000,131.294052,131.646993,-38.294052,-38.396993
910,72,0,127,93.250000,93.500000,131.646993,131.999934,-38.396993,-38.499934
911,55,0,95,93.250000,93.625000,131.646993,132.176404,-38.396993,-38.551404
912,60,0,95,93.250000,93.625000,131.646993,132.176404,-38.396993,-38.551404
913,64,0,127,93.500000,94.000000,131.999934,132.705816,-38.499934,-38.705816
914,67,0,127,93.500000,94.000000,131.999934,132.705816,-38.499934,-38.705816
915,72,0,127,93.500000,94.000000,131.999934,132.705816,-38.499934,-38.705816
916,48,0,95,93.625000,93.750000,132.176404,132.352875,-38.551404,-38.602875
917,52,0,95,93.750000,94.000000,132.352875,132.705816,-38.602875,-38.705816
918,55,0,95,93.750000,94.000000,132.352875,132.705816,-38.602875,-38.705816
919,60,0,95,93.750000,94.000000,132.352875,132.705816,-38.602875,-38.705816
920,62,0,127,94.000000,94.250000,132.705816,133.058757,-38.705816,-38.808757
921,67,0,127,94.000000,94.250000,132.705816,133.058757,-38.705816,-38.808757
922,74,0,127,94.000000,94.250000,132.705816,133.058757,-38.705816,-38.808757
923,50,0,95,94.250000,94.375000,133.058757,133.235228,-38.808757,-38.860228
924,72,0,127,94.250000,94.375000,133.058757,133.235228,-38.808757,-38.860228
925,72,0,127,94.375000,94.500000,133.235228,133.411698,-38.860228,-38.911698
926,55,0,95,94.375000,94.750000,133.235228,133.764639,-38.860228,-39.014639
927,60,0,95,94.375000,94.750000,133.235228,133.764639,-38.860228,-39.014639
928,65,0,127,94.500000,94.750000,133.411698,133.764639,-38.911698,-39.014639
929,67,0,127,94.500000,94.750000,133.411698,133.764639,-38.911698,-39.014639
930,72,0,127,94.500000,94.750000,133.411698,133.764639,-38.911698,-39.014639
931,62,0,127,94.750000,95.000000,133.764639,134.117580,-39.014639,-39.117580
932,74,0,127,94.750000,95.000000,133.764639,134.117580,-39.014639,-39.117580
933,60,0,95,95.000000,95.500000,134.117580,134.823462,-39.117580,-39.323462
934,64,0,95,95.000000,95.625000,134.117580,134.999932,-39.117580,-39.374932
935,52,0,95,95.000000,96.000000,134.117580,135.529344,-39.117580,-39.529344
936,67,0,127,95.000000,96.000000,134.117580,135.529344,-39.117580,-39.529344
937,72,0,127,95.000000,96.000000,134.117580,135.529344,-39.117580,-39.529344
938,60,0,95,95.250000,95.500000,134.470521,135.352873,-39.220521,-39.852873
939,62,0,95,95.500000,95.562500,134.823462,134.911697,-39.323462,-39.349197
940,64,0,95,95.562500,95.625000,134.911697,135.529344,-39.349197,-39.904344
941,62,0,95,95.625000,95.750000,134.999932,135.176403,-39.374932,-39.426403
942,60,0,95,95.750000,95.875000,135.176403,135.529344,-39.426403,-39.654344
943,59,0,95,95.875000,96.000000,135.352873,135.529344,-39.477873,-39.529344
944,72,0,127,96.000000,96.250000,135.529344,135.882285,-39.529344,-39.632285
945,57,0,95,96.000000,97.000000,135.529344,136.941108,-39.529344,-39.941108
946,60,0,95,96.250000,96.500000,135.882285,136.235226,-39.632285,-39.735226
947,79,0,127,96.250000,96.500000,135.882285,136.235226,-39.632285,-39.735226
948,60,0,95,96.500000,96.750000,136.235226,136.588167,-39.735226,-39.838167
949,79,0,127,96.500000,96.750000,136.235226,136.588167,-39.735226,-39.838167
950,60,0,95,96.750000,96.875000,136.588167,136.764637,-39.838167,-39.889637
951,74,0,127,96.750000,96.875000,136.588167,136.764637,-39.838167,-39.889637
952,67,0,95,96.875000,97.000000,136.764637,136.941108,-39.889637,-39.941108
953,72,0,127,96.875000,97.000000,136.764637,136.941108,-39.889637,-39.941108
954,62,0,95,97.000000,97.250000,136.941108,137.294049,-39.941108,-40.044049
955,72,0,127,97.000000,97.250000,136.941108,137.294049,-39.941108,-40.044049
956,53,0,95,97.000000,98.000000,136.941108,138.352872,-39.941108,-40.352872
957,60,0,95,97.250000,97.500000,137.294049,137.646990,-40.044049,-40.146990
958,79,0,127,97.250000,97.500000,137.294049,137.646990,-40.044049,-40.146990
959,79,0,127,97.500000,97.750000,137.646990,137.999931,-40.146990,-40.249931
960,60,0,95,97.500000,98.000000,137.646990,138.352872,-40.146990,-40.352872
961,74,0,127,97.750000,97.875000,137.999931,138.176401,-40.249931,-40.301401
962,72,0,127,97.875000,98.000000,138.176401,138.352872,-40.301401,-40.352872
963,72,0,127,98.000000,98.250000,138.352872,138.705813,-40.352872,-40.455813
964,55,0,95,98.000000,99.000000,138.352872,139.764636,-40.352872,-40.764636
965,74,0,127,98.250000,98.375000,138.705813,138.882283,-40.455813,-40.507283
966,60,0,95,98.250000,98.500000,138.705813,139.058754,-40.455813,-40.558754
967,72,0,127,98.375000,98.500000,138.882283,139.058754,-40.507283,-40.558754
968,60,0,95,98.500000,98.750000,139.058754,139.411695,-40.558754,-40.661695
969,72,0,127,98.500000,98.750000,139.058754,139.411695,-40.558754,-40.661695
970,62,0,95,98.750000,98.875000,139.411695,139.588166,-40.661695,-40.713166
971,74,0,127,98.750000,98.875000,139.411695,139.588166,-40.661695,-40.713166
972,64,0,95,98.875000,99.000000,139.588166,139.764636,-40.713166,-40.764636
973,72,0,127,98.875000,99.000000,139.588166,139.764636,-40.713166,-40.764636
974,72,0,127,99.000000,99.250000,139.764636,140.117577,-40.764636,-40.867577
975,64,0,95,99.000000,99.500000,139.764636,140.470518,-40.764636,-40.970518
976,60,0,95,99.000000,99.750000,139.764636,140.823459,-40.764636,-41.073459
977,74,0,127,99.250000,99.500000,140.117577,140.470518,-40.867577,-40.970518
978,60,0,95,99.500000,99.750000,140.470518,141.176400,-40.970518,-41.426400
979,79,0,127,99.750000,99.875000,140.823459,140.999930,-41.073459,-41.124930
980,67,0,95,99.750000,100.000000,140.823459,141.176400,-41.073459,-41.176400
981,72,0,127,100.000000,100.250000,141.176400,141.529341,-41.176400,-41.279341
982,57,0,95,100.000000,101.000000,141.176400,142.588164,-41.176400,-41.588164
983,60,0,95,100.250000,100.500000,141.529341,141.882282,-41.279341,-41.382282
984,74,0,127,100.250000,100.500000,141.529341,141.882282,-41.279341,-41.382282
985,60,0,95,100.500000,100.750000,141.882282,142.235223,-41.382282,-41.485223
986,74,0,127,100.500000,100.750000,141.882282,142.235223,-41.382282,-41.485223
987,62,0,95,100.750000,100.875000,142.235223,142.411694,-41.485223,-41.536694
988,72,0,127,100.750000,100.875000,142.235223,142.411694,-41.485223,-41.536694
989,67,0,95,100.875000,101.000000,142.411694,142.588164,-41.536694,-41.588164
990,83,0,127,100.875000,101.000000,142.411694,142.588164,-41.536694,-41.588164
991,62,0,95,101.000000,101.250000,142.588164,142.941105,-41.588164,-41.691105
992,53,0,95,101.000000,102.000000,142.588164,143.999928,-41.588164,-41.999928
993,60,0,95,101.250000,101.500000,142.941105,143.294046,-41.691105,-41.794046
994,60,0,95,101.500000,102.000000,143.294046,143.999928,-41.794046,-41.999928
995,83,0,127,101.625000,101.750000,143.470517,143.646987,-41.845517,-41.896987
996,79,0,127,101.750000,101.875000,143.646987,143.823457,-41.896987,-41.948457
997,74,0,127,101.875000,102.000000,143.823457,143.999928,-41.948457,-41.999928
998,74,0,127,102.000000,102.250000,143.999928,144.352869,-41.999928,-42.102869
999,55,0,95,102.000000,103.000000,143.999928,145.411692,-41.999928,-42.411692
1000,60,0,95,102.250000,102.500000,144.352869,144.705810,-42.102869,-42.205810
1001,76,0,127,102.250000,102.500000,144.352869,144.705810,-42.102869,-42.205810
1002,60,0,95,102.500000,102.750000,144.705810,145.058751,-42.205810,-42.308751
1003,74,0,127,102.500000,102.750000,144.705810,145.058751,-42.205810,-42.308751
1004,74,0,127,102.750000,102.875000,145.058751,145.235221,-42.308751,-42.360221
1005,62,0,95,102.750000,103.000000,145.058751,145.411692,-42.308751,-42.411692
1006,72,0,127,102.875000,103.000000,145.235221,145.411692,-42.360221,-42.411692
1007,72,0,127,103.000000,103.125000,145.411692,145.588163,-42.411692,-42.463163
1008,60,0,95,103.000000,103.500000,145.411692,146.117574,-42.411692,-42.617574
1009,48,0,95,103.000000,104.000000,145.411692,146.823456,-42.411692,-42.823456
1010,55,0,95,103.000000,104.000000,145.411692,146.823456,-42.411692,-42.823456
1011,79,0,127,103.125000,103.250000,145.588163,145.764633,-42.463163,-42.514633
1012,60,0,95,103.500000,103.750000,146.117574,146.470515,-42.617574,-42.720515
1013,67,0,95,103.750000,104.000000,146.470515,146.823456,-42.720515,-42.823456
1014,72,0,127,103.750000,104.000000,146.470515,146.823456,-42.720515,-42.823456
1015,69,0,127,104.000000,104.250000,146.823456,147.176397,-42.823456,-42.926397
1016,81,0,127,104.000000,104.250000,146.823456,147.176397,-42.823456,-42.926397
1017,57,0,95,104.000000,105.000000,146.823456,148.235220,-42.823456,-43.235220
1018,60,0,95,104.250000,104.500000,147.176397,147.529338,-42.926397,-43.029338
1019,79,0,127,104.250000,104.500000,147.176397,147.529338,-42.926397,-43.029338
1020,60,0,95,104.500000,104.750000,147.529338,147.882279,-43.029338,-43.132279
1021,79,0,127,104.500000,104.750000,147.529338,147.882279,-43.029338,-43.132279
1022,62,0,95,104.750000,104.875000,147.882279,148.058750,-43.132279,-43.183750
1023,74,0,127,104.750000,104.875000,147.882279,148.058750,-43.132279,-43.183750
1024,67,0,95,104.875000,105.000000,148.058750,148.235220,-43.183750,-43.235220
1025,72,0,127,104.875000,105.000000,148.058750,148.235220,-43.183750,-43.235220
1026,62,0,95,105.000000,105.250000,148.235220,148.588161,-43.235220,-43.338161
1027,67,0,127,105.000000,105.250000,148.235220,148.588161,-43.235220,-43.338161
1028,79,0,127,105.000000,105.250000,148.235220,148.588161,-43.235220,-43.338161
1029,53,0,95,105.000000,106.000000,148.235220,149.646984,-43.235220,-43.646984
1030,60,0,95,105.250000,105.500000,148.588161,148.941102,-43.338161,-43.441102
1031,79,0,127,105.250000,105.500000,148.588161,148.941102,-43.338161,-43.441102
1032,79,0,127,105.500000,105.750000,148.941102,149.294043,-43.441102,-43.544043
1033,60,0,95,105.500000,106.000000,148.941102,149.646984,-43.441102,-43.646984
1034,79,0,127,105.750000,105.875000,149.294043,149.470514,-43.544043,-43.595514
1035,76,0,127,105.875000,106.000000,149.470514,149.646984,-43.595514,-43.646984
1036,74,0,127,106.000000,106.125000,149.646984,149.823454,-43.646984,-43.698454
1037,55,0,95,106.000000,107.000000,149.646984,151.058748,-43.646984,-44.058748
1038,79,0,127,106.125000,106.250000,149.823454,149.999925,-43.698454,-43.749925
1039,60,0,95,106.250000,106.500000,149.999925,150.352866,-43.749925,-43.852866
