idx,note,channel,velocity,pretty_start,pretty_end,mido_start,mido_end,diff_start,diff_end
345,48,0,95,36.125000,36.250000,50.999975,51.176445,-14.874975,-14.926445
346,52,0,95,36.250000,36.375000,51.176445,51.352916,-14.926445,-14.977916
347,64,0,127,36.250000,36.500000,51.176445,51.529386,-14.926445,-15.029386
348,72,0,127,36.250000,36.500000,51.176445,51.529386,-14.926445,-15.029386
349,55,0,95,36.375000,36.500000,51.352916,51.529386,-14.977916,-15.029386
350,48,0,95,36.500000,36.625000,51.529386,51.705857,-15.029386,-15.080857
351,72,0,127,36.500000,36.750000,51.529386,51.882327,-15.029386,-15.132327
352,67,0,127,36.500000,37.000000,51.529386,52.235268,-15.029386,-15.235268
353,50,0,95,36.750000,36.875000,51.882327,52.058797,-15.132327,-15.183797
354,72,0,127,36.750000,36.875000,51.882327,52.058797,-15.132327,-15.183797
355,48,0,95,36.875000,37.000000,52.058797,52.235268,-15.183797,-15.235268
356,79,0,127,36.875000,37.000000,52.058797,52.235268,-15.183797,-15.235268
357,67,0,127,37.000000,37.250000,52.235268,52.588209,-15.235268,-15.338209
358,74,0,127,37.000000,37.250000,52.235268,52.588209,-15.235268,-15.338209
359,48,0,95,37.125000,37.250000,52.411738,52.588209,-15.286738,-15.338209
360,52,0,95,37.250000,37.375000,52.588209,52.764679,-15.338209,-15.389679
361,64,0,127,37.250000,37.500000,52.588209,52.941150,-15.338209,-15.441150
362,72,0,127,37.250000,37.500000,52.588209,52.941150,-15.338209,-15.441150
363,55,0,95,37.375000,37.500000,52.764679,52.941150,-15.389679,-15.441150
364,48,0,95,37.500000,37.625000,52.941150,53.117621,-15.441150,-15.492621
365,67,0,127,37.500000,38.000000,52.941150,53.647032,-15.441150,-15.647032
366,72,0,127,37.500000,38.000000,52.941150,53.647032,-15.441150,-15.647032
367,50,0,95,37.750000,37.875000,53.294091,53.470562,-15.544091,-15.595562
368,48,0,95,37.875000,38.000000,53.470562,53.647032,-15.595562,-15.647032
369,74,0,127,38.000000,38.250000,53.647032,53.999973,-15.647032,-15.749973
370,67,0,127,38.000000,39.000000,53.647032,55.058796,-15.647032,-16.058796
371,72,0,127,38.052083,38.375000,53.720561,54.176443,-15.668478,-15.801443
372,48,0,95,38.250000,38.375000,53.999973,54.176443,-15.749973,-15.801443
373,72,0,127,38.250000,38.375000,53.999973,54.352914,-15.749973,-15.977914
374,72,0,127,38.375000,38.500000,54.176443,54.705855,-15.801443,-16.205855
375,55,0,95,38.375000,38.750000,54.176443,54.705855,-15.801443,-15.955855
376,60,0,95,38.375000,38.750000,54.176443,54.705855,-15.801443,-15.955855
377,72,0,127,38.500000,38.750000,54.352914,55.058796,-15.852914,-16.308796
378,74,0,127,38.750000,39.000000,54.705855,55.058796,-15.955855,-16.058796
379,48,0,95,38.875000,39.125000,54.882326,55.235267,-16.007326,-16.110267
380,72,0,127,39.000000,39.500000,55.058796,55.764678,-16.058796,-16.264678
381,60,0,127,39.000000,40.000000,55.058796,56.470560,-16.058796,-16.470560
382,64,0,127,39.000000,40.000000,55.058796,56.470560,-16.058796,-16.470560
383,74,0,127,39.500000,39.750000,55.764678,56.117619,-16.264678,-16.367619
384,48,0,95,39.750000,39.875000,56.117619,56.294089,-16.367619,-16.419089
385,72,0,127,39.750000,40.000000,56.117619,56.470560,-16.367619,-16.470560
386,50,0,95,39.875000,40.000000,56.294089,56.470560,-16.419089,-16.470560
387,79,0,127,40.000000,40.250000,56.470560,56.823501,-16.470560,-16.573501
388,72,0,127,40.000000,40.500000,56.470560,57.176442,-16.470560,-16.676442
389,67,0,127,40.000000,41.000000,56.470560,57.882324,-16.470560,-16.882324
390,48,0,95,40.250000,40.375000,56.823501,56.999972,-16.573501,-16.624972
391,72,0,127,40.250000,40.500000,56.823501,57.529383,-16.573501,-17.029383
392,55,0,95,40.375000,40.750000,56.999972,57.529383,-16.624972,-16.779383
393,60,0,95,40.375000,40.750000,56.999972,57.529383,-16.624972,-16.779383
394,72,0,127,40.500000,40.750000,57.176442,57.705854,-16.676442,-16.955854
395,72,0,127,40.750000,40.875000,57.529383,57.882324,-16.779383,-17.007324
396,79,0,127,40.875000,41.000000,57.705854,57.882324,-16.830854,-16.882324
397,74,0,127,41.000000,41.250000,57.882324,58.235265,-16.882324,-16.985265
398,62,0,127,41.000000,42.000000,57.882324,59.294088,-16.882324,-17.294088
399,67,0,127,41.000000,42.000000,57.882324,59.294088,-16.882324,-17.294088
400,72,0,127,41.250000,41.500000,58.235265,58.588206,-16.985265,-17.088206
401,55,0,95,41.250000,41.625000,58.235265,58.764677,-16.985265,-17.139677
402,60,0,95,41.250000,41.625000,58.235265,58.764677,-16.985265,-17.139677
403,67,0,127,41.500000,42.000000,58.588206,59.294088,-17.088206,-17.294088
404,72,0,127,41.500000,42.000000,58.588206,59.294088,-17.088206,-17.294088
405,48,0,95,41.625000,41.750000,58.764677,58.941147,-17.139677,-17.191147
406,52,0,95,41.750000,42.000000,58.941147,59.294088,-17.191147,-17.294088
407,55,0,95,41.750000,42.000000,58.941147,59.294088,-17.191147,-17.294088
408,60,0,95,41.750000,42.000000,58.941147,59.294088,-17.191147,-17.294088
409,74,0,127,42.000000,42.250000,59.294088,59.647029,-17.294088,-17.397029
410,62,0,127,42.000000,43.000000,59.294088,60.705852,-17.294088,-17.705852
411,67,0,127,42.000000,43.000000,59.294088,60.705852,-17.294088,-17.705852
412,50,0,95,42.250000,42.375000,59.647029,59.823499,-17.397029,-17.448499
413,72,0,127,42.250000,42.500000,59.647029,59.999970,-17.397029,-17.499970
414,55,0,95,42.375000,42.750000,59.823499,60.352911,-17.448499,-17.602911
415,60,0,95,42.375000,42.750000,59.823499,60.352911,-17.448499,-17.602911
416,72,0,127,42.500000,42.750000,59.999970,60.352911,-17.499970,-17.602911
417,79,0,127,42.750000,43.000000,60.352911,60.705852,-17.602911,-17.705852
418,76,0,127,43.000000,43.500000,60.705852,61.411734,-17.705852,-17.911734
419,48,0,95,43.000000,44.000000,60.705852,62.117616,-17.705852,-18.117616
420,67,0,127,43.000000,44.000000,60.705852,62.117616,-17.705852,-18.117616
421,55,0,95,43.250000,43.750000,61.058793,61.764675,-17.808793,-18.014675
422,60,0,95,43.250000,43.750000,61.058793,61.764675,-17.808793,-18.014675
423,60,0,127,43.500000,43.750000,61.411734,61.764675,-17.911734,-18.014675
424,72,0,127,43.500000,43.750000,61.411734,61.764675,-17.911734,-18.014675
425,67,0,127,43.750000,44.000000,61.764675,62.117616,-18.014675,-18.117616
426,79,0,127,43.750000,44.000000,61.764675,62.117616,-18.014675,-18.117616
427,67,0,127,44.000000,44.250000,62.117616,62.470557,-18.117616,-18.220557
428,76,0,127,44.000000,44.250000,62.117616,62.470557,-18.117616,-18.220557
429,79,0,127,44.000000,44.250000,62.117616,62.470557,-18.117616,-18.220557
430,48,0,95,44.250000,44.375000,62.470557,62.647028,-18.220557,-18.272028
431,72,0,127,44.250000,44.500000,62.470557,62.823498,-18.220557,-18.323498
432,55,0,95,44.375000,44.750000,62.647028,63.176439,-18.272028,-18.426439
433,60,0,95,44.375000,44.750000,62.647028,63.176439,-18.272028,-18.426439
434,72,0,127,44.500000,44.750000,62.823498,63.176439,-18.323498,-18.426439
435,72,0,127,44.750000,44.875000,63.176439,63.352910,-18.426439,-18.477910
436,67,0,127,44.875000,45.000000,63.352910,63.529380,-18.477910,-18.529380
437,79,0,127,44.875000,45.000000,63.352910,63.529380,-18.477910,-18.529380
438,67,0,127,45.000000,45.250000,63.529380,63.882321,-18.529380,-18.632321
439,74,0,127,45.000000,45.250000,63.529380,63.882321,-18.529380,-18.632321
440,72,0,127,45.250000,45.500000,63.882321,64.235262,-18.632321,-18.735262
441,55,0,95,45.250000,45.625000,63.882321,64.411732,-18.632321,-18.786732
442,60,0,95,45.250000,45.625000,63.882321,64.411732,-18.632321,-18.786732
443,64,0,127,45.500000,46.000000,64.235262,64.941144,-18.735262,-18.941144
444,67,0,127,45.500000,46.000000,64.235262,64.941144,-18.735262,-18.941144
445,72,0,127,45.500000,46.000000,64.235262,64.941144,-18.735262,-18.941144
446,48,0,95,45.625000,45.750000,64.411732,64.588203,-18.786732,-18.838203
447,52,0,95,45.750000,46.000000,64.588203,64.941144,-18.838203,-18.941144
448,55,0,95,45.750000,46.000000,64.588203,64.941144,-18.838203,-18.941144
449,60,0,95,45.750000,46.000000,64.588203,64.941144,-18.838203,-18.941144
450,62,0,127,46.000000,46.250000,64.941144,65.294085,-18.941144,-19.044085
451,67,0,127,46.000000,46.250000,64.941144,65.294085,-18.941144,-19.044085
452,74,0,127,46.000000,46.250000,64.941144,65.294085,-18.941144,-19.044085
453,50,0,95,46.250000,46.375000,65.294085,65.470556,-19.044085,-19.095556
454,72,0,127,46.250000,46.375000,65.294085,65.470556,-19.044085,-19.095556
455,72,0,127,46.375000,46.500000,65.470556,65.647026,-19.095556,-19.147026
456,55,0,95,46.375000,46.750000,65.470556,65.999967,-19.095556,-19.249967
457,60,0,95,46.375000,46.750000,65.470556,65.999967,-19.095556,-19.249967
458,65,0,127,46.500000,46.750000,65.647026,65.999967,-19.147026,-19.249967
459,67,0,127,46.500000,46.750000,65.647026,65.999967,-19.147026,-19.249967
460,72,0,127,46.500000,46.750000,65.647026,65.999967,-19.147026,-19.249967
461,62,0,127,46.750000,47.000000,65.999967,66.352908,-19.249967,-19.352908
462,74,0,127,46.750000,47.000000,65.999967,66.352908,-19.249967,-19.352908
463,60,0,95,47.000000,47.500000,66.352908,67.058790,-19.352908,-19.558790
464,64,0,95,47.000000,47.625000,66.352908,67.235260,-19.352908,-19.610260
465,52,0,95,47.000000,48.000000,66.352908,67.764672,-19.352908,-19.764672
466,67,0,127,47.000000,48.000000,66.352908,67.764672,-19.352908,-19.764672
467,72,0,127,47.000000,48.000000,66.352908,67.764672,-19.352908,-19.764672
468,60,0,95,47.250000,47.500000,66.705849,67.588201,-19.455849,-20.088201
469,62,0,95,47.500000,47.562500,67.058790,67.147025,-19.558790,-19.584525
470,64,0,95,47.562500,47.625000,67.147025,67.764672,-19.584525,-20.139672
471,62,0,95,47.625000,47.750000,67.235260,67.411731,-19.610260,-19.661731
472,60,0,95,47.750000,47.875000,67.411731,67.764672,-19.661731,-19.889672
473,59,0,95,47.875000,48.000000,67.588201,67.764672,-19.713201,-19.764672
474,72,0,127,48.000000,48.250000,67.764672,68.117613,-19.764672,-19.867613
475,57,0,95,48.000000,49.000000,67.764672,69.176436,-19.764672,-20.176436
476,60,0,95,48.250000,48.500000,68.117613,68.470554,-19.867613,-19.970554
477,79,0,127,48.250000,48.500000,68.117613,68.470554,-19.867613,-19.970554
478,60,0,95,48.500000,48.750000,68.470554,68.823495,-19.970554,-20.073495
479,79,0,127,48.500000,48.750000,68.470554,68.823495,-19.970554,-20.073495
480,60,0,95,48.750000,48.875000,68.823495,68.999966,-20.073495,-20.124966
481,74,0,127,48.750000,48.875000,68.823495,68.999966,-20.073495,-20.124966
482,67,0,95,48.875000,49.000000,68.999966,69.176436,-20.124966,-20.176436
483,72,0,127,48.875000,49.000000,68.999966,69.176436,-20.124966,-20.176436
484,62,0,95,49.000000,49.250000,69.176436,69.529377,-20.176436,-20.279377
485,72,0,127,49.000000,49.250000,69.176436,69.529377,-20.176436,-20.279377
486,53,0,95,49.000000,50.000000,69.176436,70.588200,-20.176436,-20.588200
487,60,0,95,49.250000,49.500000,69.529377,69.882318,-20.279377,-20.382318
488,79,0,127,49.250000,49.500000,69.529377,69.882318,-20.279377,-20.382318
489,79,0,127,49.500000,49.750000,69.882318,70.235259,-20.382318,-20.485259
490,60,0,95,49.500000,50.000000,69.882318,70.588200,-20.382318,-20.588200
491,74,0,127,49.750000,49.875000,70.235259,70.411730,-20.485259,-20.536730
492,72,0,127,49.875000,50.000000,70.411730,70.588200,-20.536730,-20.588200
493,72,0,127,50.000000,50.250000,70.588200,70.941141,-20.588200,-20.691141
494,55,0,95,50.000000,51.000000,70.588200,71.999964,-20.588200,-20.999964
495,74,0,127,50.250000,50.375000,70.941141,71.117611,-20.691141,-20.742611
496,60,0,95,50.250000,50.500000,70.941141,71.294082,-20.691141,-20.794082
497,72,0,127,50.375000,50.500000,71.117611,71.294082,-20.742611,-20.794082
498,60,0,95,50.500000,50.750000,71.294082,71.647023,-20.794082,-20.897023
499,72,0,127,50.500000,50.750000,71.294082,71.647023,-20.794082,-20.897023
500,62,0,95,50.750000,50.875000,71.647023,71.823493,-20.897023,-20.948493
501,74,0,127,50.750000,50.875000,71.647023,71.823493,-20.897023,-20.948493
502,64,0,95,50.875000,51.000000,71.823493,71.999964,-20.948493,-20.999964
503,72,0,127,50.875000,51.000000,71.823493,71.999964,-20.948493,-20.999964
504,72,0,127,51.000000,51.250000,71.999964,72.352905,-20.999964,-21.102905
505,64,0,95,51.000000,51.500000,71.999964,72.705846,-20.999964,-21.205846
506,60,0,95,51.000000,51.750000,71.999964,73.058787,-20.999964,-21.308787
507,74,0,127,51.250000,51.500000,72.352905,72.705846,-21.102905,-21.205846
508,60,0,95,51.500000,51.750000,72.705846,73.411728,-21.205846,-21.661728
509,79,0,127,51.750000,51.875000,73.058787,73.235258,-21.308787,-21.360258
510,67,0,95,51.750000,52.000000,73.058787,73.411728,-21.308787,-21.411728
511,72,0,127,52.000000,52.250000,73.411728,73.764669,-21.411728,-21.514669
512,57,0,95,52.000000,53.000000,73.411728,74.823492,-21.411728,-21.823492
513,60,0,95,52.250000,52.500000,73.764669,74.117610,-21.514669,-21.617610
514,74,0,127,52.250000,52.500000,73.764669,74.117610,-21.514669,-21.617610
515,60,0,95,52.500000,52.750000,74.117610,74.470551,-21.617610,-21.720551
516,74,0,127,52.500000,52.750000,74.117610,74.470551,-21.617610,-21.720551
517,62,0,95,52.750000,52.875000,74.470551,74.647021,-21.720551,-21.772021
518,72,0,127,52.750000,52.875000,74.470551,74.647021,-21.720551,-21.772021
519,67,0,95,52.875000,53.000000,74.647021,74.823492,-21.772021,-21.823492
520,83,0,127,52.875000,53.000000,74.647021,74.823492,-21.772021,-21.823492
521,62,0,95,53.000000,53.250000,74.823492,75.176433,-21.823492,-21.926433
522,53,0,95,53.000000,54.000000,74.823492,76.235256,-21.823492,-22.235256
523,60,0,95,53.250000,53.500000,75.176433,75.529374,-21.926433,-22.029374
524,60,0,95,53.500000,54.000000,75.529374,76.235256,-22.029374,-22.235256
525,83,0,127,53.625000,53.750000,75.705844,75.882315,-22.080844,-22.132315
526,79,0,127,53.750000,53.875000,75.882315,76.058785,-22.132315,-22.183785
527,74,0,127,53.875000,54.000000,76.058785,76.235256,-22.183785,-22.235256
528,74,0,127,54.000000,54.250000,76.235256,76.588197,-22.235256,-22.338197
529,55,0,95,54.000000,55.000000,76.235256,77.647020,-22.235256,-22.647020
530,60,0,95,54.250000,54.500000,76.588197,76.941138,-22.338197,-22.441138
531,76,0,127,54.250000,54.500000,76.588197,76.941138,-22.338197,-22.441138
532,60,0,95,54.500000,54.750000,76.941138,77.294079,-22.441138,-22.544079
533,74,0,127,54.500000,54.750000,76.941138,77.294079,-22.441138,-22.544079
534,74,0,127,54.750000,54.875000,77.294079,77.470550,-22.544079,-22.595550
535,62,0,95,54.750000,55.000000,77.294079,77.647020,-22.544079,-22.647020
536,72,0,127,54.875000,55.000000,77.470550,77.647020,-22.595550,-22.647020
537,72,0,127,55.000000,55.125000,77.647020,77.823491,-22.647020,-22.698491
538,60,0,95,55.000000,55.500000,77.647020,78.352902,-22.647020,-22.852902
539,48,0,95,55.000000,56.000000,77.647020,79.058784,-22.647020,-23.058784
540,55,0,95,55.000000,56.000000,77.647020,79.058784,-22.647020,-23.058784
541,79,0,127,55.125000,55.250000,77.823491,77.999961,-22.698491,-22.749961
542,60,0,95,55.500000,55.750000,78.352902,78.705843,-22.852902,-22.955843
543,67,0,95,55.750000,56.000000,78.705843,79.058784,-22.955843,-23.058784
544,72,0,127,55.750000,56.000000,78.705843,79.058784,-22.955843,-23.058784
545,69,0,127,56.000000,56.250000,79.058784,79.411725,-23.058784,-23.161725
546,81,0,127,56.000000,56.250000,79.058784,79.411725,-23.058784,-23.161725
547,57,0,95,56.000000,57.000000,79.058784,80.470548,-23.058784,-23.470548
548,60,0,95,56.250000,56.500000,79.411725,79.764666,-23.161725,-23.264666
549,79,0,127,56.250000,56.500000,79.411725,79.764666,-23.161725,-23.264666
550,60,0,95,56.500000,56.750000,79.764666,80.117607,-23.264666,-23.367607
551,79,0,127,56.500000,56.750000,79.764666,80.117607,-23.264666,-23.367607
552,62,0,95,56.750000,56.875000,80.117607,80.294078,-23.367607,-23.419078
553,74,0,127,56.750000,56.875000,80.117607,80.294078,-23.367607,-23.419078
554,67,0,95,56.875000,57.000000,80.294078,80.470548,-23.419078,-23.470548
555,72,0,127,56.875000,57.000000,80.294078,80.470548,-23.419078,-23.470548
556,62,0,95,57.000000,57.250000,80.470548,80.823489,-23.470548,-23.573489
557,67,0,127,57.000000,57.250000,80.470548,80.823489,-23.470548,-23.573489
558,79,0,127,57.000000,57.250000,80.470548,80.823489,-23.470548,-23.573489
559,53,0,95,57.000000,58.000000,80.470548,81.882312,-23.470548,-23.882312
560,60,0,95,57.250000,57.500000,80.823489,81.176430,-23.573489,-23.676430
561,79,0,127,57.250000,57.500000,80.823489,81.176430,-23.573489,-23.676430
562,79,0,127,57.500000,57.750000,81.176430,81.529371,-23.676430,-23.779371
563,60,0,95,57.500000,58.000000,81.176430,81.882312,-23.676430,-23.882312
564,79,0,127,57.750000,57.875000,81.529371,81.705842,-23.779371,-23.830842
565,76,0,127,57.875000,58.000000,81.705842,81.882312,-23.830842,-23.882312
566,74,0,127,58.000000,58.125000,81.882312,82.058783,-23.882312,-23.933783
567,55,0,95,58.000000,59.000000,81.882312,83.294076,-23.882312,-24.294076
568,79,0,127,58.125000,58.250000,82.058783,82.235253,-23.933783,-23.985253
569,60,0,95,58.250000,58.500000,82.235253,82.588194,-23.985253,-24.088194
570,60,0,95,58.500000,58.750000,82.588194,82.941135,-24.088194,-24.191135
571,79,0,127,58.625000,58.750000,82.764664,82.941135,-24.139664,-24.191135
572,62,0,95,58.750000,58.875000,82.941135,83.117605,-24.191135,-24.242605
573,64,0,95,58.875000,59.000000,83.117605,83.294076,-24.242605,-24.294076
574,64,0,95,59.000000,59.500000,83.294076,83.999958,-24.294076,-24.499958
575,60,0,95,59.000000,59.750000,83.294076,84.352899,-24.294076,-24.602899
576,79,0,127,59.125000,59.250000,83.470546,83.647017,-24.345546,-24.397017
577,60,0,95,59.500000,59.750000,83.999958,84.705840,-24.499958,-24.955840
578,79,0,127,59.750000,59.875000,84.352899,84.529370,-24.602899,-24.654370
579,67,0,95,59.750000,60.000000,84.352899,84.705840,-24.602899,-24.705840
580,74,0,127,60.000000,60.125000,84.705840,84.882311,-24.705840,-24.757311
581,57,0,95,60.000000,61.000000,84.705840,86.117604,-24.705840,-25.117604
582,79,0,127,60.125000,60.250000,84.882311,85.058781,-24.757311,-24.808781
583,60,0,95,60.250000,60.500000,85.058781,85.411722,-24.808781,-24.911722
584,79,0,127,60.375000,60.500000,85.235252,85.411722,-24.860252,-24.911722
585,60,0,95,60.500000,60.750000,85.411722,85.764663,-24.911722,-25.014663
586,79,0,127,60.625000,60.750000,85.588193,85.764663,-24.963193,-25.014663
587,62,0,95,60.750000,60.875000,85.764663,85.941134,-25.014663,-25.066134
588,67,0,95,60.875000,61.000000,85.941134,86.117604,-25.066134,-25.117604
589,79,0,127,60.875000,61.000000,85.941134,86.117604,-25.066134,-25.117604
590,62,0,95,61.000000,61.250000,86.117604,86.470545,-25.117604,-25.220545
591,53,0,95,61.000000,62.000000,86.117604,87.529368,-25.117604,-25.529368
592,79,0,127,61.250000,61.375000,86.470545,86.647015,-25.220545,-25.272015
593,60,0,95,61.250000,61.500000,86.470545,86.823486,-25.220545,-25.323486
594,74,0,127,61.375000,61.500000,86.647015,86.823486,-25.272015,-25.323486
595,72,0,127,61.500000,61.625000,86.823486,86.999956,-25.323486,-25.374956
596,60,0,95,61.500000,62.000000,86.823486,87.529368,-25.323486,-25.529368
597,77,0,127,61.625000,61.750000,86.999956,87.176427,-25.374956,-25.426427
598,79,0,127,61.750000,61.875000,87.176427,87.352897,-25.426427,-25.477897
599,74,0,127,62.000000,62.250000,87.529368,87.882309,-25.529368,-25.632309
600,55,0,95,62.000000,63.000000,87.529368,88.941132,-25.529368,-25.941132
601,60,0,95,62.250000,62.500000,87.882309,88.235250,-25.632309,-25.735250
602,72,0,127,62.250000,62.500000,87.882309,88.235250,-25.632309,-25.735250
603,60,0,95,62.500000,62.750000,88.235250,88.588191,-25.735250,-25.838191
604,72,0,127,62.500000,62.750000,88.235250,88.588191,-25.735250,-25.838191
605,62,0,95,62.750000,63.000000,88.588191,88.941132,-25.838191,-25.941132
606,74,0,127,62.750000,63.000000,88.588191,88.941132,-25.838191,-25.941132
607,60,0,95,63.000000,63.500000,88.941132,89.647014,-25.941132,-26.147014
608,48,0,95,63.000000,64.000000,88.941132,90.352896,-25.941132,-26.352896
609,55,0,95,63.000000,64.000000,88.941132,90.352896,-25.941132,-26.352896
610,72,0,127,63.000000,64.000000,88.941132,90.352896,-25.941132,-26.352896
611,67,0,95,63.500000,63.625000,89.647014,89.823485,-26.147014,-26.198485
612,60,0,95,63.750000,63.875000,89.999955,90.176425,-26.249955,-26.301425
613,74,0,127,64.000000,64.250000,90.352896,90.705837,-26.352896,-26.455837
614,67,0,127,64.000000,65.000000,90.352896,91.764660,-26.352896,-26.764660
615,72,0,127,64.250000,64.500000,90.705837,91.058778,-26.455837,-26.558778
616,55,0,95,64.375000,64.625000,90.882307,91.235248,-26.507307,-26.610248
617,60,0,95,64.375000,64.625000,90.882307,91.235248,-26.507307,-26.610248
618,72,0,127,64.500000,64.750000,91.058778,91.411719,-26.558778,-26.661719
619,48,0,95,64.750000,65.000000,91.411719,91.764660,-26.661719,-26.764660
620,72,0,127,64.750000,65.000000,91.411719,91.764660,-26.661719,-26.764660
621,76,0,127,65.000000,65.250000,91.764660,92.117601,-26.764660,-26.867601
622,67,0,127,65.000000,66.000000,91.764660,93.176424,-26.764660,-27.176424
623,72,0,127,65.250000,65.500000,92.117601,92.470542,-26.867601,-26.970542
624,55,0,95,65.250000,65.625000,92.117601,92.647013,-26.867601,-27.022013
625,60,0,95,65.250000,65.625000,92.117601,92.647013,-26.867601,-27.022013
626,72,0,127,65.500000,65.750000,92.470542,92.823483,-26.970542,-27.073483
627,48,0,95,65.625000,65.750000,92.647013,92.823483,-27.022013,-27.073483
628,52,0,95,65.750000,66.000000,92.823483,93.176424,-27.073483,-27.176424
629,55,0,95,65.750000,66.000000,92.823483,93.176424,-27.073483,-27.176424
630,60,0,95,65.750000,66.000000,92.823483,93.176424,-27.073483,-27.176424
631,72,0,127,65.750000,66.000000,92.823483,93.176424,-27.073483,-27.176424
632,74,0,127,66.000000,66.250000,93.176424,93.529365,-27.176424,-27.279365
633,67,0,127,66.000000,67.000000,93.176424,94.588188,-27.176424,-27.588188
634,50,0,95,66.250000,66.375000,93.529365,93.705836,-27.279365,-27.330836
635,74,0,127,66.250000,66.375000,93.529365,93.705836,-27.279365,-27.330836
636,76,0,127,66.375000,66.500000,93.705836,93.882306,-27.330836,-27.382306
637,55,0,95,66.375000,66.625000,93.705836,94.058776,-27.330836,-27.433776
638,60,0,95,66.375000,66.625000,93.705836,94.058776,-27.330836,-27.433776
639,74,0,127,66.500000,66.750000,93.882306,94.235247,-27.382306,-27.485247
640,50,0,95,66.750000,67.000000,94.235247,94.588188,-27.485247,-27.588188
641,72,0,127,66.750000,67.000000,94.235247,94.588188,-27.485247,-27.588188
642,48,0,95,67.000000,67.500000,94.588188,95.294070,-27.588188,-27.794070
643,76,0,127,67.000000,67.500000,94.588188,95.294070,-27.588188,-27.794070
644,67,0,127,67.000000,67.750000,94.588188,95.647011,-27.588188,-27.897011
645,64,0,127,67.000000,68.000000,94.588188,95.999952,-27.588188,-27.999952
646,55,0,95,67.250000,67.500000,94.941129,95.294070,-27.691129,-27.794070
647,60,0,95,67.250000,67.500000,94.941129,95.294070,-27.691129,-27.794070
648,67,0,127,67.500000,67.750000,95.294070,95.999952,-27.794070,-28.249952
649,55,0,95,67.750000,68.000000,95.647011,95.999952,-27.897011,-27.999952
650,59,0,95,67.750000,68.000000,95.647011,95.999952,-27.897011,-27.999952
651,72,0,127,67.750000,68.000000,95.647011,95.999952,-27.897011,-27.999952
652,74,0,127,68.000000,68.250000,95.999952,96.352893,-27.999952,-28.102893
653,67,0,127,68.000000,69.000000,95.999952,97.411716,-27.999952,-28.411716
654,72,0,127,68.250000,68.500000,96.352893,96.705834,-28.102893,-28.205834
655,55,0,95,68.375000,68.625000,96.529364,96.882305,-28.154364,-28.257305
656,60,0,95,68.375000,68.625000,96.529364,96.882305,-28.154364,-28.257305
657,72,0,127,68.500000,68.750000,96.705834,97.058775,-28.205834,-28.308775
658,74,0,127,68.750000,68.875000,97.058775,97.235246,-28.308775,-28.360246
659,48,0,95,68.750000,69.000000,97.058775,97.411716,-28.308775,-28.411716
660,76,0,127,68.875000,69.000000,97.235246,97.411716,-28.360246,-28.411716
661,74,0,127,69.000000,69.250000,97.411716,97.764657,-28.411716,-28.514657
662,67,0,127,69.000000,70.000000,97.411716,98.823480,-28.411716,-28.823480
663,72,0,127,69.250000,69.500000,97.764657,98.117598,-28.514657,-28.617598
664,55,0,95,69.250000,69.625000,97.764657,98.294068,-28.514657,-28.669068
665,60,0,95,69.250000,69.625000,97.764657,98.294068,-28.514657,-28.669068
666,72,0,127,69.500000,69.875000,98.117598,98.647009,-28.617598,-28.772009
667,48,0,95,69.625000,69.750000,98.294068,98.470539,-28.669068,-28.720539
668,52,0,95,69.750000,70.000000,98.470539,98.823480,-28.720539,-28.823480
669,55,0,95,69.750000,70.000000,98.470539,98.823480,-28.720539,-28.823480
670,60,0,95,69.750000,70.000000,98.470539,98.823480,-28.720539,-28.823480
671,72,0,127,69.875000,70.000000,98.647009,98.823480,-28.772009,-28.823480
672,74,0,127,70.000000,70.250000,98.823480,99.176421,-28.823480,-28.926421
673,67,0,127,70.000000,71.000000,98.823480,100.235244,-28.823480,-29.235244
674,71,0,127,70.000000,71.000000,98.823480,100.235244,-28.823480,-29.235244
675,50,0,95,70.125000,70.250000,98.999950,99.176421,-28.874950,-28.926421
676,55,0,95,70.250000,70.375000,99.176421,99.352891,-28.926421,-28.977891
677,76,0,127,70.250000,70.500000,99.176421,99.529362,-28.926421,-29.029362
678,60,0,95,70.375000,70.500000,99.352891,99.529362,-28.977891,-29.029362
679,55,0,95,70.500000,70.625000,99.529362,99.705832,-29.029362,-29.080832
680,74,0,127,70.500000,70.750000,99.529362,99.882303,-29.029362,-29.132303
681,50,0,95,70.625000,70.750000,99.705832,99.882303,-29.080832,-29.132303
682,48,0,95,70.750000,70.875000,99.882303,100.058774,-29.132303,-29.183774
683,72,0,127,70.750000,71.000000,99.882303,100.235244,-29.132303,-29.235244
684,72,0,127,71.000000,71.500000,100.235244,100.941126,-29.235244,-29.441126
685,67,0,127,71.000000,71.750000,100.235244,101.294067,-29.235244,-29.544067
686,48,0,95,71.000000,72.000000,100.235244,101.647008,-29.235244,-29.647008
687,64,0,127,71.000000,72.000000,100.235244,101.647008,-29.235244,-29.647008
688,67,0,127,71.500000,71.750000,100.941126,101.647008,-29.441126,-29.897008
689,72,0,127,71.750000,72.000000,101.294067,101.647008,-29.544067,-29.647008
690,48,0,95,71.875000,72.000000,101.470538,101.647008,-29.595538,-29.647008
691,74,0,127,72.000000,72.250000,101.647008,101.999949,-29.647008,-29.749949
692,62,0,127,72.000000,73.000000,101.647008,103.058772,-29.647008,-30.058772
